Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count
"Oliver, North Dakota, US",United States,North Dakota,Oliver,US,USA,38065,47.11530482,-101.3406158,1959
"Franklin, Kansas, US",United States,Kansas,Franklin,US,USA,20059,38.56443815,-95.28644341,25544
"Brazos, Texas, US",United States,Texas,Brazos,US,USA,48041,30.6636448,-96.30205577,229211
"King, Texas, US",United States,Texas,King,US,USA,48269,33.61643847,-100.2558057,272
"Montrose, Colorado, US",United States,Colorado,Montrose,US,USA,8085,38.40214114,-108.2639022,42758
"Washington, Louisiana, US",United States,Louisiana,Washington,US,USA,22117,30.85288548,-90.03866652,46194
"Livingston, New York, US",United States,New York,Livingston,US,USA,36051,42.72596275,-77.77966158,62914
"Mercer, Missouri, US",United States,Missouri,Mercer,US,USA,29129,40.42212303,-93.5682959,3617
"Paulding, Ohio, US",United States,Ohio,Paulding,US,USA,39125,41.11676341,-84.5801017,18672
"Tioga, Pennsylvania, US",United States,Pennsylvania,Tioga,US,USA,42117,41.77255149,-77.25433032,40591
"Greeley, Kansas, US",United States,Kansas,Greeley,US,USA,20071,38.4808095,-101.8061079,1232
"Clay, Missouri, US",United States,Missouri,Clay,US,USA,29047,39.31132056,-94.41850862,249948
"Andrew, Missouri, US",United States,Missouri,Andrew,US,USA,29003,39.98492163,-94.80163024,17712
"Sheridan, Wyoming, US",United States,Wyoming,Sheridan,US,USA,56033,44.79048913,-106.8862389,30485
"Ballard, Kentucky, US",United States,Kentucky,Ballard,US,USA,21007,37.05842757,-88.99427697,7888
"Alleghany, North Carolina, US",United States,North Carolina,Alleghany,US,USA,37005,36.49360862,-81.12857041,11137
"Leon, Florida, US",United States,Florida,Leon,US,USA,12073,30.45955727,-84.27491114,293582
"Humboldt, California, US",United States,California,Humboldt,US,USA,6023,40.69923009,-123.876044,135558
"Natrona, Wyoming, US",United States,Wyoming,Natrona,US,USA,56025,42.96180148,-106.797885,79858
"Rush, Kansas, US",United States,Kansas,Rush,US,USA,20165,38.52275276,-99.30863983,3036
"Crawford, Illinois, US",United States,Illinois,Crawford,US,USA,17033,39.0032229,-87.75954624,18667
"Fluvanna, Virginia, US",United States,Virginia,Fluvanna,US,USA,51065,37.84157909,-78.27715475,27270
"Custer, Colorado, US",United States,Colorado,Custer,US,USA,8027,38.10883162,-105.3683478,5068
"Hamilton, Iowa, US",United States,Iowa,Hamilton,US,USA,19079,42.38382428,-93.70197703,14773
"Humboldt, Iowa, US",United States,Iowa,Humboldt,US,USA,19091,42.7764426,-94.20722537,9558
"Putnam, New York, US",United States,New York,Putnam,US,USA,36079,41.42630093,-73.74965532,98320
"Borden, Texas, US",United States,Texas,Borden,US,USA,48033,32.74363984,-101.4316509,654
"Noble, Ohio, US",United States,Ohio,Noble,US,USA,39121,39.76818851,-81.45937183,14424
"Yolo, California, US",United States,California,Yolo,US,USA,6113,38.68278902,-121.9018288,220500
"Tipton, Indiana, US",United States,Indiana,Tipton,US,USA,18159,40.31123252,-86.05234925,15148
"St. Lucie, Florida, US",United States,Florida,St. Lucie,US,USA,12111,27.37763908,-80.47106649,328297
"Pocahontas, West Virginia, US",United States,West Virginia,Pocahontas,US,USA,54075,38.32758728,-80.00993811,8247
"Moniteau, Missouri, US",United States,Missouri,Moniteau,US,USA,29135,38.63571781,-92.57976951,16132
"Isabella, Michigan, US",United States,Michigan,Isabella,US,USA,26073,43.64060976,-84.84664923,69872
"Oneida, Wisconsin, US",United States,Wisconsin,Oneida,US,USA,55085,45.70677897,-89.51944105,35595
"Orange, North Carolina, US",United States,North Carolina,Orange,US,USA,37135,36.06092947,-79.12167935,148476
"Tensas, Louisiana, US",United States,Louisiana,Tensas,US,USA,22107,32.00760749,-91.32915234,4334
"Campbell, Tennessee, US",United States,Tennessee,Campbell,US,USA,47013,36.40355516,-84.1510856,39842
"Hughes, Oklahoma, US",United States,Oklahoma,Hughes,US,USA,40063,35.04912569,-96.24921145,13279
"Dodge, Wisconsin, US",United States,Wisconsin,Dodge,US,USA,55027,43.41576662,-88.70928178,87839
"Greene, North Carolina, US",United States,North Carolina,Greene,US,USA,37079,35.48544173,-77.67578087,21069
"Corson, South Dakota, US",United States,South Dakota,Corson,US,USA,46031,45.70889983,-101.1970473,4086
"Greene, Pennsylvania, US",United States,Pennsylvania,Greene,US,USA,42059,39.85746531,-80.22357106,36233
"Christian, Illinois, US",United States,Illinois,Christian,US,USA,17021,39.54581621,-89.27780482,32304
"Orange, Texas, US",United States,Texas,Orange,US,USA,48361,30.11879481,-93.89412775,83396
"Garfield, Oklahoma, US",United States,Oklahoma,Garfield,US,USA,40047,36.3791334,-97.78265517,61056
"Lincoln, Mississippi, US",United States,Mississippi,Lincoln,US,USA,28085,31.53288662,-90.45391915,34153
"Johnson, Indiana, US",United States,Indiana,Johnson,US,USA,18081,39.48994426,-86.10149107,158167
"Gasconade, Missouri, US",United States,Missouri,Gasconade,US,USA,29073,38.43947277,-91.50847147,14706
"Jackson, Tennessee, US",United States,Tennessee,Jackson,US,USA,47087,36.36380466,-85.67239905,11786
"Kane, Illinois, US",United States,Illinois,Kane,US,USA,17089,41.93842729,-88.42861412,532403
"Chariton, Missouri, US",United States,Missouri,Chariton,US,USA,29041,39.51499357,-92.9629191,7426
"Kauai, Hawaii, US",United States,Hawaii,Kauai,US,USA,15007,22.03935037,-159.5966786,72293
"Clinton, Pennsylvania, US",United States,Pennsylvania,Clinton,US,USA,42035,41.23255967,-77.63785995,38632
"Walthall, Mississippi, US",United States,Mississippi,Walthall,US,USA,28147,31.14971548,-90.10446654,14286
"Hartford, Connecticut, US",United States,Connecticut,Hartford,US,USA,9003,41.80283011,-72.73103891,891720
"Howard, Nebraska, US",United States,Nebraska,Howard,US,USA,31093,41.2200529,-98.5166499,6445
"Madison, Alabama, US",United States,Alabama,Madison,US,USA,1089,34.76327133,-86.55069633,372909
"Martin, Texas, US",United States,Texas,Martin,US,USA,48317,32.30600051,-101.9513518,5771
"Forest, Wisconsin, US",United States,Wisconsin,Forest,US,USA,55041,45.66678019,-88.77084892,9004
"George, Mississippi, US",United States,Mississippi,George,US,USA,28039,30.86259065,-88.64436789,24500
"Johnson, Arkansas, US",United States,Arkansas,Johnson,US,USA,5071,35.56759135,-93.46036368,26578
"Will, Illinois, US",United States,Illinois,Will,US,USA,17197,41.44619267,-87.97862712,690743
"Allamakee, Iowa, US",United States,Iowa,Allamakee,US,USA,19005,43.28383218,-91.37860922,13687
"Decatur, Indiana, US",United States,Indiana,Decatur,US,USA,18031,39.30712658,-85.50087166,26559
"Putnam, West Virginia, US",United States,West Virginia,Putnam,US,USA,54079,38.50782345,-81.9082131,56450
"Houston, Texas, US",United States,Texas,Houston,US,USA,48225,31.31925973,-95.42226208,22968
"Kiowa, Oklahoma, US",United States,Oklahoma,Kiowa,US,USA,40075,34.91671958,-98.97720696,8708
"La Crosse, Wisconsin, US",United States,Wisconsin,La Crosse,US,USA,55063,43.90632465,-91.11451093,118016
"Yadkin, North Carolina, US",United States,North Carolina,Yadkin,US,USA,37197,36.16222629,-80.66239436,37667
"Jefferson, Nebraska, US",United States,Nebraska,Jefferson,US,USA,31095,40.17584531,-97.142601,7046
"Harney, Oregon, US",United States,Oregon,Harney,US,USA,41025,43.06422669,-118.9666306,7393
"Logan, Kentucky, US",United States,Kentucky,Logan,US,USA,21141,36.85949479,-86.877635,27102
"Maries, Missouri, US",United States,Missouri,Maries,US,USA,29125,38.16193985,-91.92249662,8697
"Geneva, Alabama, US",United States,Alabama,Geneva,US,USA,1061,31.09389027,-85.83572839,26271
"Chowan, North Carolina, US",United States,North Carolina,Chowan,US,USA,37041,36.12908077,-76.60118385,13943
"Carbon, Utah, US",United States,Utah,Carbon,US,USA,49007,39.64834818,-110.5872512,20463
"Logan, West Virginia, US",United States,West Virginia,Logan,US,USA,54045,37.8299889,-81.93528571,32019
"Pierce, Georgia, US",United States,Georgia,Pierce,US,USA,13229,31.35928155,-82.21598442,19465
"Hancock, Illinois, US",United States,Illinois,Hancock,US,USA,17067,40.40423981,-91.16313899,17708
"Pinal, Arizona, US",United States,Arizona,Pinal,US,USA,4021,32.90525627,-111.3449483,462789
"Harrison, Missouri, US",United States,Missouri,Harrison,US,USA,29081,40.35570088,-93.99222144,8352
"Robertson, Kentucky, US",United States,Kentucky,Robertson,US,USA,21201,38.51923469,-84.05055616,2108
"Hood, Texas, US",United States,Texas,Hood,US,USA,48221,32.42990927,-97.83242024,61643
"Harford, Maryland, US",United States,Maryland,Harford,US,USA,24025,39.55010644,-76.3077594,255441
"Marion, Illinois, US",United States,Illinois,Marion,US,USA,17121,38.64963204,-88.91899208,37205
"Irwin, Georgia, US",United States,Georgia,Irwin,US,USA,13155,31.60213036,-83.27501387,9416
"Nome, Alaska, US",United States,Alaska,Nome,US,USA,2180,64.90320724,-164.0353804,10004
"Alpena, Michigan, US",United States,Michigan,Alpena,US,USA,26007,45.03477666,-83.62212411,28405
"San Diego, California, US",United States,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330
"Colfax, New Mexico, US",United States,New Mexico,Colfax,US,USA,35007,36.60569702,-104.6472674,11941
"Briscoe, Texas, US",United States,Texas,Briscoe,US,USA,48045,34.53026962,-101.2084947,1546
"Lunenburg, Virginia, US",United States,Virginia,Lunenburg,US,USA,51111,36.94618528,-78.24133319,12196
"Suffolk, Massachusetts, US",United States,Massachusetts,Suffolk,US,USA,25025,42.3279514,-71.07850442,803907
"Oneida, New York, US",United States,New York,Oneida,US,USA,36065,43.24375382,-75.43710392,228671
"Ventura, California, US",United States,California,Ventura,US,USA,6111,34.44465746,-119.0910613,846006
"Mason, Kentucky, US",United States,Kentucky,Mason,US,USA,21161,38.59471935,-83.82151043,17070
"Kearny, Kansas, US",United States,Kansas,Kearny,US,USA,20093,38.00017981,-101.321681,3838
"Cocke, Tennessee, US",United States,Tennessee,Cocke,US,USA,47029,35.9278914,-83.11828725,36004
"Westchester, New York, US",United States,New York,Westchester,US,USA,36119,41.16278376,-73.75741653,967506
"Pittsylvania, Virginia, US",United States,Virginia,Pittsylvania,US,USA,51143,36.81980341,-79.39731264,60354
"Giles, Virginia, US",United States,Virginia,Giles,US,USA,51071,37.31234791,-80.70636931,16720
"Noxubee, Mississippi, US",United States,Mississippi,Noxubee,US,USA,28103,33.11009499,-88.56949061,10417
"Miami, Kansas, US",United States,Kansas,Miami,US,USA,20121,38.56383358,-94.83832189,34237
"Choctaw, Mississippi, US",United States,Mississippi,Choctaw,US,USA,28019,33.34598242,-89.24809382,8210
"Brooks, Texas, US",United States,Texas,Brooks,US,USA,48047,27.03103197,-98.21808402,7093
"Hardin, Tennessee, US",United States,Tennessee,Hardin,US,USA,47071,35.19732531,-88.18593755,25652
"Grundy, Iowa, US",United States,Iowa,Grundy,US,USA,19075,42.40183723,-92.78829551,12232
"Fairfield, Ohio, US",United States,Ohio,Fairfield,US,USA,39045,39.75107189,-82.63088163,157574
"Red River, Texas, US",United States,Texas,Red River,US,USA,48387,33.61886692,-95.04841765,12023
"Smith, Texas, US",United States,Texas,Smith,US,USA,48423,32.37474036,-95.2717568,232751
"Greene, Georgia, US",United States,Georgia,Greene,US,USA,13133,33.5769205,-83.17139104,18324
"Greenup, Kentucky, US",United States,Kentucky,Greenup,US,USA,21089,38.54332505,-82.9215658,35098
"Carson, Texas, US",United States,Texas,Carson,US,USA,48065,35.40365929,-101.3542669,5926
"New Madrid, Missouri, US",United States,Missouri,New Madrid,US,USA,29143,36.59666326,-89.66070007,17076
"Presque Isle, Michigan, US",United States,Michigan,Presque Isle,US,USA,26141,45.34018577,-83.91498656,12592
"Pendleton, Kentucky, US",United States,Kentucky,Pendleton,US,USA,21191,38.69607718,-84.35599463,14590
"Chickasaw, Mississippi, US",United States,Mississippi,Chickasaw,US,USA,28017,33.91983202,-88.9481545,17103
"Patrick, Virginia, US",United States,Virginia,Patrick,US,USA,51141,36.6801638,-80.2865648,17608
"Ralls, Missouri, US",United States,Missouri,Ralls,US,USA,29173,39.52817427,-91.51838643,10309
"Chelan, Washington, US",United States,Washington,Chelan,US,USA,53007,47.87046092,-120.6173956,77200
"Wadena, Minnesota, US",United States,Minnesota,Wadena,US,USA,27159,46.58589171,-94.96968506,13682
"Granite, Montana, US",United States,Montana,Granite,US,USA,30039,46.4060522,-113.4414186,3379
"Steele, Minnesota, US",United States,Minnesota,Steele,US,USA,27147,44.02240351,-93.22627088,36649
"Grayson, Texas, US",United States,Texas,Grayson,US,USA,48181,33.62744998,-96.67753461,136212
"Carter, Tennessee, US",United States,Tennessee,Carter,US,USA,47019,36.28969086,-82.12588974,56391
"Bon Homme, South Dakota, US",United States,South Dakota,Bon Homme,US,USA,46009,42.98914167,-97.88592746,6901
"Des Moines, Iowa, US",United States,Iowa,Des Moines,US,USA,19057,40.92012606,-91.18326592,38967
"Ketchikan Gateway, Alaska, US",United States,Alaska,Ketchikan Gateway,US,USA,2130,55.57445008,-130.975561,13901
"Knox, Kentucky, US",United States,Kentucky,Knox,US,USA,21121,36.89225732,-83.85403396,31145
"Harrison, Iowa, US",United States,Iowa,Harrison,US,USA,19085,41.68330137,-95.81558439,14049
"Vanderburgh, Indiana, US",United States,Indiana,Vanderburgh,US,USA,18163,38.02658833,-87.58763124,181451
"Warren, Illinois, US",United States,Illinois,Warren,US,USA,17187,40.84925021,-90.6147432,16844
"Jackson, Colorado, US",United States,Colorado,Jackson,US,USA,8057,40.6659387,-106.3408905,1392
"Lewis, New York, US",United States,New York,Lewis,US,USA,36049,43.7844157,-75.44903992,26296
"Chisago, Minnesota, US",United States,Minnesota,Chisago,US,USA,27025,45.5021011,-92.90861945,56579
"Snyder, Pennsylvania, US",United States,Pennsylvania,Snyder,US,USA,42109,40.77129231,-77.06840691,40372
"Mathews, Virginia, US",United States,Virginia,Mathews,US,USA,51115,37.44164146,-76.34098896,8834
"Red Lake, Minnesota, US",United States,Minnesota,Red Lake,US,USA,27125,47.87197525,-96.09561104,4055
"Petersburg, Alaska, US",United States,Alaska,Petersburg,US,USA,2195,57.13978948,-132.9540995,3266
"Hardin, Illinois, US",United States,Illinois,Hardin,US,USA,17069,37.51810645,-88.26873022,3821
"Montgomery, Iowa, US",United States,Iowa,Montgomery,US,USA,19137,41.03018714,-95.15642896,9917
"Chase, Kansas, US",United States,Kansas,Chase,US,USA,20017,38.30292938,-96.59563862,2648
"Benton, Indiana, US",United States,Indiana,Benton,US,USA,18007,40.60626947,-87.31093999,8748
"Elbert, Colorado, US",United States,Colorado,Elbert,US,USA,8039,39.28656773,-104.1358721,26729
"Grand Forks, North Dakota, US",United States,North Dakota,Grand Forks,US,USA,38035,47.92093639,-97.45450447,69451
"Wagoner, Oklahoma, US",United States,Oklahoma,Wagoner,US,USA,40145,35.96024096,-95.51911308,81289
"Lake, California, US",United States,California,Lake,US,USA,6033,39.10124298,-122.7536244,64386
"Wood, West Virginia, US",United States,West Virginia,Wood,US,USA,54107,39.20967886,-81.5162836,83518
"Pontotoc, Oklahoma, US",United States,Oklahoma,Pontotoc,US,USA,40123,34.72959848,-96.68337199,38284
"Cameron, Louisiana, US",United States,Louisiana,Cameron,US,USA,22023,29.87592238,-93.19310676,6973
"Desha, Arkansas, US",United States,Arkansas,Desha,US,USA,5041,33.83011025,-91.25500948,11361
"Litchfield, Connecticut, US",United States,Connecticut,Litchfield,US,USA,9005,41.7937534,-73.2451475,180333
"Macon, Illinois, US",United States,Illinois,Macon,US,USA,17115,39.86064913,-88.96342505,104009
"Clay, South Dakota, US",United States,South Dakota,Clay,US,USA,46027,42.91296147,-96.97656917,14070
"Newton, Missouri, US",United States,Missouri,Newton,US,USA,29145,36.90519407,-94.3394104,58236
"Lapeer, Michigan, US",United States,Michigan,Lapeer,US,USA,26087,43.09052506,-83.22153148,87607
"Stone, Missouri, US",United States,Missouri,Stone,US,USA,29209,36.75000327,-93.45256475,31952
"Laclede, Missouri, US",United States,Missouri,Laclede,US,USA,29105,37.65896829,-92.5888493,35723
"Sarasota, Florida, US",United States,Florida,Sarasota,US,USA,12115,27.18546175,-82.33174248,433742
"Portage, Wisconsin, US",United States,Wisconsin,Portage,US,USA,55097,44.47558711,-89.50152965,70772
"Roosevelt, New Mexico, US",United States,New Mexico,Roosevelt,US,USA,35041,34.02097406,-103.4799493,18500
"Schuyler, New York, US",United States,New York,Schuyler,US,USA,36097,42.39184015,-76.8773299,17807
"Greene, Indiana, US",United States,Indiana,Greene,US,USA,18055,39.03630547,-86.96223202,31922
"Wheeler, Oregon, US",United States,Oregon,Wheeler,US,USA,41069,44.72698162,-120.0281427,1332
"Vernon, Missouri, US",United States,Missouri,Vernon,US,USA,29217,37.8457799,-94.34127305,20563
"Cass, Illinois, US",United States,Illinois,Cass,US,USA,17017,39.96991073,-90.24734436,12147
"Fountain, Indiana, US",United States,Indiana,Fountain,US,USA,18045,40.12361933,-87.24217689,16346
"Walker, Texas, US",United States,Texas,Walker,US,USA,48471,30.73872995,-95.57440968,72971
"Bradley, Tennessee, US",United States,Tennessee,Bradley,US,USA,47011,35.15739424,-84.857186,108110
"Bay, Michigan, US",United States,Michigan,Bay,US,USA,26017,43.70639106,-83.98731479,103126
"Burke, Georgia, US",United States,Georgia,Burke,US,USA,13033,33.05917989,-81.99928721,22383
"Bell, Kentucky, US",United States,Kentucky,Bell,US,USA,21013,36.73355174,-83.67766671,26032
"Kosciusko, Indiana, US",United States,Indiana,Kosciusko,US,USA,18085,41.24521668,-85.86312322,79456
"Lake, Montana, US",United States,Montana,Lake,US,USA,30047,47.64514965,-114.0898013,30458
"Ascension, Louisiana, US",United States,Louisiana,Ascension,US,USA,22005,30.20406249,-90.9132841,126604
"Imperial, California, US",United States,California,Imperial,US,USA,6025,33.0393082,-115.3669042,181215
"Mills, Iowa, US",United States,Iowa,Mills,US,USA,19129,41.03299766,-95.61920963,15109
"Grant, Indiana, US",United States,Indiana,Grant,US,USA,18053,40.51587228,-85.65468702,65769
"Casey, Kentucky, US",United States,Kentucky,Casey,US,USA,21045,37.32533118,-84.92726209,16159
"Seneca, Ohio, US",United States,Ohio,Seneca,US,USA,39147,41.12351311,-83.12783209,55178
"Eddy, New Mexico, US",United States,New Mexico,Eddy,US,USA,35015,32.47167456,-104.3053527,58460
"Hillsborough, New Hampshire, US",United States,New Hampshire,Hillsborough,US,USA,33011,42.91537785,-71.7200253,417025
"La Salle, Texas, US",United States,Texas,La Salle,US,USA,48283,28.34453111,-99.09908775,7520
"Douglas, Nebraska, US",United States,Nebraska,Douglas,US,USA,31055,41.29518299,-96.15085305,571327
"DeKalb, Indiana, US",United States,Indiana,DeKalb,US,USA,18033,41.39804622,-84.99906934,43475
"Hardin, Texas, US",United States,Texas,Hardin,US,USA,48199,30.33364686,-94.38931817,57602
"Cayuga, New York, US",United States,New York,Cayuga,US,USA,36011,42.91261714,-76.55731592,76576
"Hoonah-Angoon, Alaska, US",United States,Alaska,Hoonah-Angoon,US,USA,2105,58.29307365,-135.6424424,2148
"Osceola, Florida, US",United States,Florida,Osceola,US,USA,12097,28.06312234,-81.14882926,375751
"Oconee, Georgia, US",United States,Georgia,Oconee,US,USA,13219,33.83749973,-83.43679568,40280
"Butler, Pennsylvania, US",United States,Pennsylvania,Butler,US,USA,42019,40.91152759,-79.91351055,187853
"Hall, Nebraska, US",United States,Nebraska,Hall,US,USA,31079,40.87257079,-98.50218293,61353
"Kit Carson, Colorado, US",United States,Colorado,Kit Carson,US,USA,8063,39.30497777,-102.6022199,7097
"Tehama, California, US",United States,California,Tehama,US,USA,6103,40.12570935,-122.2370171,65084
"Sutton, Texas, US",United States,Texas,Sutton,US,USA,48435,30.49856623,-100.5382014,3776
"Reno, Kansas, US",United States,Kansas,Reno,US,USA,20155,37.95230263,-98.08607292,61998
"Gaston, North Carolina, US",United States,North Carolina,Gaston,US,USA,37071,35.29373559,-81.17477045,224529
"Plaquemines, Louisiana, US",United States,Louisiana,Plaquemines,US,USA,22075,29.42245447,-89.60322085,23197
